Author,Title,Word-count,File
Marcellus Empiricus,De medicamentis liber,117496,lemmatized/xml/urn:cts:latinLit:stoa0190a.stoa001.digilibLT-lat1.xml
Marcus Cetius Faventinus,Artis architectonicae priuatis usibus adbreuiatus liber,6132,lemmatized/xml/urn:cts:latinLit:stoa0085a.stoa001.digilibLT-lat1.xml
Martial,Epigrammata,71887,lemmatized/xml/urn:cts:latinLit:phi1294.phi002.perseus-lat2.xml
Martianus Capella,De nuptiis Philologiae et Mercurii,96211,lemmatized/xml/urn:cts:latinLit:stoa0192a.stoa001.digilibLT-lat1.xml
Mavortius,De Ecclesia,1098,lemmatized/xml/urn:cts:latinLit:stoa0195a.stoa002.opp-lat1.xml
Maximianus 6th cent.,Elegiae,5124,lemmatized/xml/urn:cts:latinLit:stoa0196.stoa001.latinlibrary-lat1.xml
"Minucius Felix, Marcus",Octavius,13897,lemmatized/xml/urn:cts:latinLit:stoa0203.stoa001.opp-lat2.xml
"Minucius Felix, Marcus",Octavius,13978,lemmatized/xml/urn:cts:latinLit:stoa0203.stoa001.perseus-lat2.xml
Muscio,Gynaecia,17965,lemmatized/xml/urn:cts:latinLit:stoa0205b.stoa001.bolton-lat1.xml
Mythographus Vaticanus I,Mythographus Vaticanus I,25637,lemmatized/xml/urn:cts:latinLit:stoa0364.stoa001.digilibLT-lat1.xml
Nazarius,Panegyricus dictus Constantino imperatori (Romae a. 321 p. Chr.),7350,lemmatized/xml/urn:cts:latinLit:stoa0208a.stoa001.digilibLT-lat1.xml
"Nepos, Cornelius",Agesilaus,1656,lemmatized/xml/urn:cts:latinLit:phi0588.abo017.perseus-lat2.xml
"Nepos, Cornelius",Alcibiades,2425,lemmatized/xml/urn:cts:latinLit:phi0588.abo007.perseus-lat2.xml
"Nepos, Cornelius",Aristides,398,lemmatized/xml/urn:cts:latinLit:phi0588.abo003.perseus-lat2.xml
"Nepos, Cornelius",Atticus,4241,lemmatized/xml/urn:cts:latinLit:phi0588.abo025.perseus-lat2.xml
"Nepos, Cornelius",Cato,507,lemmatized/xml/urn:cts:latinLit:phi0588.abo024.perseus-lat2.xml
"Nepos, Cornelius",Chabrias,585,lemmatized/xml/urn:cts:latinLit:phi0588.abo012.perseus-lat2.xml
"Nepos, Cornelius",Cimon,641,lemmatized/xml/urn:cts:latinLit:phi0588.abo005.perseus-lat2.xml
"Nepos, Cornelius",Conon,885,lemmatized/xml/urn:cts:latinLit:phi0588.abo009.perseus-lat2.xml
"Nepos, Cornelius",Datames,2228,lemmatized/xml/urn:cts:latinLit:phi0588.abo014.perseus-lat2.xml
"Nepos, Cornelius",De Regibus,531,lemmatized/xml/urn:cts:latinLit:phi0588.abo021.perseus-lat2.xml
"Nepos, Cornelius",Dion,1805,lemmatized/xml/urn:cts:latinLit:phi0588.abo010.perseus-lat2.xml
"Nepos, Cornelius",Epaminondas,2042,lemmatized/xml/urn:cts:latinLit:phi0588.abo015.perseus-lat2.xml
"Nepos, Cornelius",Eumenes,2760,lemmatized/xml/urn:cts:latinLit:phi0588.abo018.perseus-lat2.xml
"Nepos, Cornelius",Hamilcar,624,lemmatized/xml/urn:cts:latinLit:phi0588.abo022.perseus-lat2.xml
"Nepos, Cornelius",Hannibal,2459,lemmatized/xml/urn:cts:latinLit:phi0588.abo023.perseus-lat2.xml
"Nepos, Cornelius",Iphicrates,499,lemmatized/xml/urn:cts:latinLit:phi0588.abo011.perseus-lat2.xml
"Nepos, Cornelius",Lysander,635,lemmatized/xml/urn:cts:latinLit:phi0588.abo006.perseus-lat2.xml
"Nepos, Cornelius",Miltiades,1590,lemmatized/xml/urn:cts:latinLit:phi0588.abo001.perseus-lat2.xml
"Nepos, Cornelius",Pausanias,1059,lemmatized/xml/urn:cts:latinLit:phi0588.abo004.perseus-lat2.xml
"Nepos, Cornelius",Pelopidas,861,lemmatized/xml/urn:cts:latinLit:phi0588.abo016.perseus-lat2.xml
"Nepos, Cornelius",Phocion,642,lemmatized/xml/urn:cts:latinLit:phi0588.abo019.perseus-lat2.xml
"Nepos, Cornelius",Themistocles,2043,lemmatized/xml/urn:cts:latinLit:phi0588.abo002.perseus-lat2.xml
"Nepos, Cornelius",Thrasybulus,716,lemmatized/xml/urn:cts:latinLit:phi0588.abo008.perseus-lat2.xml
"Nepos, Cornelius",Timoleon,988,lemmatized/xml/urn:cts:latinLit:phi0588.abo020.perseus-lat2.xml
"Nepos, Cornelius",Timotheus,784,lemmatized/xml/urn:cts:latinLit:phi0588.abo013.perseus-lat2.xml
Nonius Marcellus,De compendiosa doctrina libri XX,150257,lemmatized/xml/urn:cts:latinLit:stoa0213a.stoa001.digilibLT-lat1.xml
Novatian,De Trinitate,23917,lemmatized/xml/urn:cts:latinLit:stoa0213c.stoa001.latinlibrary-lat1.xml
Némésien,Cynegetica,2405,lemmatized/xml/urn:cts:latinLit:stoa0209.stoa002.thayer-lat1.xml
Némésien,Eclgoues,2605,lemmatized/xml/urn:cts:latinLit:stoa0209.stoa001.thayer-lat1.xml
"Optatus Saint, Bishop of Mileve active 4th century",Appendix Decem Monumentorum Veterum,11328,lemmatized/xml/urn:cts:latinLit:stoa0215a.stoa002.opp-lat1.xml
"Optatus Saint, Bishop of Mileve active 4th century",S. Optati Milevitani libri VII,40615,lemmatized/xml/urn:cts:latinLit:stoa0215a.stoa001.opp-lat1.xml
Orientius Saint active 430-440,Carmina,1776,lemmatized/xml/urn:cts:latinLit:stoa0215b.stoa002.opp-lat1.xml
Orientius Saint active 430-440,Commonitorium,8054,lemmatized/xml/urn:cts:latinLit:stoa0215b.stoa001.opp-lat1.xml
Orientius Saint active 430-440,Orationes,423,lemmatized/xml/urn:cts:latinLit:stoa0215b.stoa003.opp-lat1.xml
"Orosius, Paulus",Commenitorium Orosii ad Augustinum de Errore Priscillianistarum et Origenistarum,1321,lemmatized/xml/urn:cts:latinLit:stoa0215c.stoa003.opp-lat1.xml
"Orosius, Paulus",Historiae Adversum Paganos,86966,lemmatized/xml/urn:cts:latinLit:stoa0215c.stoa001.opp-lat1.xml
"Orosius, Paulus",Liber Apologeticus,13601,lemmatized/xml/urn:cts:latinLit:stoa0215c.stoa002.opp-lat1.xml
Ovid,Amores,19717,lemmatized/xml/urn:cts:latinLit:phi0959.phi001.perseus-lat2.xml
Ovid,Art of Beauty,747,lemmatized/xml/urn:cts:latinLit:phi0959.phi003.perseus-lat2.xml
Ovid,Art of Love,19137,lemmatized/xml/urn:cts:latinLit:phi0959.phi004.perseus-lat2.xml
Ovid,Book of Days,39243,lemmatized/xml/urn:cts:latinLit:phi0959.phi007.perseus-lat2.xml
Ovid,Epistulae,32507,lemmatized/xml/urn:cts:latinLit:phi0959.phi002.perseus-lat2.xml
Ovid,Ibis,4928,lemmatized/xml/urn:cts:latinLit:phi0959.phi010.perseus-lat2.xml
Ovid,Letters from the Black Sea,25733,lemmatized/xml/urn:cts:latinLit:phi0959.phi009.perseus-lat2.xml
Ovid,Metamorphoses,98747,lemmatized/xml/urn:cts:latinLit:phi0959.phi006.perseus-lat2.xml
Ovid,Remède à l'amour,6670,lemmatized/xml/urn:cts:latinLit:phi0959.phi005.perseus-lat2.xml
Ovid,Tristia,28542,lemmatized/xml/urn:cts:latinLit:phi0959.phi008.perseus-lat2.xml
Palaemon (Ps.),"Ars, sive Regulae",9418,lemmatized/xml/urn:cts:latinLit:phi963.phi002.digilibLT-lat1.xml
Palladius Rutilius Taurus Aemilianus,De insitione,1272,lemmatized/xml/urn:cts:latinLit:stoa0218.stoa001.digilibLT-lat1.xml
Panegyrici Latini,Panegyrici Latini,53629,lemmatized/xml/urn:cts:latinLit:dlt000386.dlt000386.digilibLT-lat1.xml
Panegyricus dictus Maximiano et Constantino (Treueris? a. 307 p. Chr.),Panegyricus dictus Constantino filio Constantii (Treueris a. 313 p. Chr.),5006,lemmatized/xml/urn:cts:latinLit:stoa0353.stoa002.digilibLT-lat1.xml
Panegyricus dictus Maximiano et Constantino (Treueris? a. 307 p. Chr.),Panegyricus dictus Maximiano et Constantino (Treueris? a. 307 p. Chr.),2914,lemmatized/xml/urn:cts:latinLit:stoa0353.stoa001.digilibLT-lat1.xml
"Paris, Julius",Facta et Dicta Memorabilia,92496,lemmatized/xml/urn:cts:latinLit:phi1038.phi001.perseus-lat1.xml
"Paul, the Apostle, Saint",Epigramma,2090,lemmatized/xml/urn:cts:latinLit:stoa0222a.stoa001.opp-lat1.xml
Paulinus Petricordiae active 459-472,De Orantibus,199,lemmatized/xml/urn:cts:latinLit:stoa0224b.stoa003.opp-lat1.xml
Paulinus Petricordiae active 459-472,De Visitatione Nepotuli Sui,610,lemmatized/xml/urn:cts:latinLit:stoa0224b.stoa002.opp-lat1.xml
Paulinus Petricordiae active 459-472,De Vita Sancti Martini,26178,lemmatized/xml/urn:cts:latinLit:stoa0224b.stoa001.opp-lat1.xml
"Paulinus of Nola, Saint approximately 353-431",Carmina,67630,lemmatized/xml/urn:cts:latinLit:stoa0223.stoa001.opp-lat1.xml
"Paulinus of Nola, Saint approximately 353-431",Epistulae,113304,lemmatized/xml/urn:cts:latinLit:stoa0223.stoa002.opp-lat1.xml
Paulinus of Pella,Eucharisticus,4944,lemmatized/xml/urn:cts:latinLit:stoa0223a.stoa001.opp-lat2.xml
Paulus Diaconus,Excerpta ex libris Pompei Festi de verborum significatu,43324,lemmatized/xml/urn:cts:latinLit:stoa0224.stoa004.alim-lat1.xml
Pelagonius,Ars veterinaria,29644,lemmatized/xml/urn:cts:latinLit:stoa0224c.stoa001.digilibLT-lat1.xml
Persius,Satires,5591,lemmatized/xml/urn:cts:latinLit:phi0969.phi001.perseus-lat2.xml
Petronius Arbiter,Satyricon,37797,lemmatized/xml/urn:cts:latinLit:phi0972.phi001.perseus-lat2.xml
"Petrus Diaconus, of Monte Cassino approximately 1107-approximately 1140",De Locis Santis,5173,lemmatized/xml/urn:cts:latinLit:stoa0227b.stoa001.opp-lat1.xml
Phaedrus,Fables,13348,lemmatized/xml/urn:cts:latinLit:phi0975.phi001.perseus-lat2.xml
Philargirius (Ps.),Breuis expositio Vergilii Georgicorum,22710,lemmatized/xml/urn:cts:latinLit:stoa0228b.stoa002.digilibLT-lat1.xml
"Philastrius Saint, Bishop of Brescia active 383-391",Diversarum hereseon liber,32680,lemmatized/xml/urn:cts:latinLit:stoa0122a.stoa001.opp-lat1.xml
"Plautus, Titus Maccius",Amphitruo,12704,lemmatized/xml/urn:cts:latinLit:phi0119.phi001.perseus-lat2.xml
"Plautus, Titus Maccius",Asinaria,10653,lemmatized/xml/urn:cts:latinLit:phi0119.phi002.perseus-lat2.xml
"Plautus, Titus Maccius",Aulularia,9033,lemmatized/xml/urn:cts:latinLit:phi0119.phi003.perseus-lat2.xml
"Plautus, Titus Maccius",Bacchides,13064,lemmatized/xml/urn:cts:latinLit:phi0119.phi004.perseus-lat2.xml
"Plautus, Titus Maccius",Captivi,11233,lemmatized/xml/urn:cts:latinLit:phi0119.phi005.perseus-lat2.xml
"Plautus, Titus Maccius",Casina,10505,lemmatized/xml/urn:cts:latinLit:phi0119.phi006.perseus-lat2.xml
"Plautus, Titus Maccius",Cistellaria,6928,lemmatized/xml/urn:cts:latinLit:phi0119.phi007.perseus-lat2.xml
"Plautus, Titus Maccius",Curculio,8324,lemmatized/xml/urn:cts:latinLit:phi0119.phi008.perseus-lat2.xml
"Plautus, Titus Maccius",Epidicus,8697,lemmatized/xml/urn:cts:latinLit:phi0119.phi009.perseus-lat2.xml
"Plautus, Titus Maccius",Menaechmi,12904,lemmatized/xml/urn:cts:latinLit:phi0119.phi010.perseus-lat2.xml
"Plautus, Titus Maccius",Mercator,11582,lemmatized/xml/urn:cts:latinLit:phi0119.phi011.perseus-lat2.xml
"Plautus, Titus Maccius",Miles Gloriosus,16853,lemmatized/xml/urn:cts:latinLit:phi0119.phi012.perseus-lat2.xml
"Plautus, Titus Maccius",Mostellaria,13005,lemmatized/xml/urn:cts:latinLit:phi0119.phi013.perseus-lat2.xml
"Plautus, Titus Maccius",Persa,10691,lemmatized/xml/urn:cts:latinLit:phi0119.phi014.perseus-lat2.xml
"Plautus, Titus Maccius",Poenulus,14676,lemmatized/xml/urn:cts:latinLit:phi0119.phi015.perseus-lat2.xml
"Plautus, Titus Maccius",Pseudolus,14721,lemmatized/xml/urn:cts:latinLit:phi0119.phi016.perseus-lat2.xml
"Plautus, Titus Maccius",Rudens,15693,lemmatized/xml/urn:cts:latinLit:phi0119.phi017.perseus-lat2.xml
"Plautus, Titus Maccius",Stichus,8248,lemmatized/xml/urn:cts:latinLit:phi0119.phi018.perseus-lat2.xml
"Plautus, Titus Maccius",Trinummus,12836,lemmatized/xml/urn:cts:latinLit:phi0119.phi019.perseus-lat2.xml
"Plautus, Titus Maccius",Truculentus,10908,lemmatized/xml/urn:cts:latinLit:phi0119.phi020.perseus-lat2.xml
"Pliny, the Elder",Naturalis Historia,487289,lemmatized/xml/urn:cts:latinLit:phi0978.phi001.perseus-lat2.xml
"Pliny, the Younger",Epistulae,79406,lemmatized/xml/urn:cts:latinLit:phi1318.phi001.perseus-lat1.xml
Pomponius 4./5. Jh. n. Chr,Versus Ad Gratiam Domini,1158,lemmatized/xml/urn:cts:latinLit:stoa0233h.stoa001.opp-lat1.xml
Pomponius Mela,De Redito Suo,19703,lemmatized/xml/urn:cts:latinLit:stoa0200.stoa001.latinlibrary-lat1.xml
Pomponius Mela,De chorographia,19153,lemmatized/xml/urn:cts:latinLit:phi0929.phi001.ogl-lat1.xml
Pontius Diaconus,Acta Proconsularia,975,lemmatized/xml/urn:cts:latinLit:stoa0233d.stoa002.opp-lat1.xml
Pontius Diaconus,Vita Caecilii Cypriani,4828,lemmatized/xml/urn:cts:latinLit:stoa0233d.stoa001.opp-lat1.xml
"Porphyrio, Pomponius",Commentem in Horati Carmen Saeculare,1062,lemmatized/xml/urn:cts:latinLit:phi1512.phi003.horatiusNet-lat1.xml
"Porphyrio, Pomponius",Commentum in Horati Artem Poeticam,4033,lemmatized/xml/urn:cts:latinLit:phi1512.phi002.horatiusNet-lat1.xml
"Porphyrio, Pomponius",Commentum in Horati Carmina,38156,lemmatized/xml/urn:cts:latinLit:phi1512.phi001.horatiusNet-lat1.xml
"Porphyrio, Pomponius",Commentum in Horati Epistulas,20885,lemmatized/xml/urn:cts:latinLit:phi1512.phi006.horatiusNet-lat1.xml
"Porphyrio, Pomponius",Commentum in Horati Epodos,9439,lemmatized/xml/urn:cts:latinLit:phi1512.phi004.horatiusNet-lat1.xml
"Porphyrio, Pomponius",Commentum in Horati Sermones,22700,lemmatized/xml/urn:cts:latinLit:phi1512.phi005.horatiusNet-lat1.xml
Priaepia,Priapeia,4285,lemmatized/xml/urn:cts:latinLit:phi1103.phi001.lascivaroma-lat1.xml
Priscillian Bishop of Avila approximately 350-385,Canones (In Pauli Apostoli Epistula Canones A Peregrino Episcopo),6455,lemmatized/xml/urn:cts:latinLit:stoa0234e.stoa001.opp-lat1.xml
Priscillian Bishop of Avila approximately 350-385,Tractatus Undecim,23381,lemmatized/xml/urn:cts:latinLit:stoa0234e.stoa002.opp-lat1.xml
Proba active 4th century,Cento,6209,lemmatized/xml/urn:cts:latinLit:stoa0234f.stoa001.opp-lat1.xml
Probus (Ps.),Vita Vergilii,249,lemmatized/xml/urn:cts:latinLit:phi996.phi004.digilibLT-lat1.xml
Prologi historiarum Philippicarum Pompei Trogi,Epitoma historiarum Philippicarum,71440,lemmatized/xml/urn:cts:latinLit:stoa0167.stoa001.digilibLT-lat1.xml
"Propertius, Sextus",Elegies,30787,lemmatized/xml/urn:cts:latinLit:phi0620.phi001.perseus-lat3.xml
Prudentius b. 348,Apotheosis,8962,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa005.perseus-lat2.xml
Prudentius b. 348,Cathemerina,8968,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa004.perseus-lat2.xml
Prudentius b. 348,Contra Orationem Symmachia,14244,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa007.perseus-lat2.xml
Prudentius b. 348,Dittochaeon,1449,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa008.perseus-lat2.xml
Prudentius b. 348,Epilogus,160,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa009.perseus-lat2.xml
Prudentius b. 348,Hamartigenia,7612,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa006.perseus-lat2.xml
Prudentius b. 348,Liber Peristephanon,21498,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa001.perseus-lat2.xml
Prudentius b. 348,Praefetio,290,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa003.perseus-lat2.xml
Prudentius b. 348,Psychomachia,7132,lemmatized/xml/urn:cts:latinLit:stoa0238.stoa002.perseus-lat2.xml
Pseudo-Acro,Commentem in Horati Carmen Saeculare,2289,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa002.horatiusNet-lat1.xml
Pseudo-Acro,Commentum in Horati Artem Poeticam,15132,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa006.horatiusNet-lat1.xml
Pseudo-Acro,Commentum in Horati Carmina,59983,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa001.horatiusNet-lat1.xml
Pseudo-Acro,Commentum in Horati Epistulas,19406,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa005.horatiusNet-lat1.xml
Pseudo-Acro,Commentum in Horati Epodos,13576,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa003.horatiusNet-lat1.xml
Pseudo-Acro,Commentum in Horati Sermones,40132,lemmatized/xml/urn:cts:latinLit:stoa0004a.stoa004.horatiusNet-lat1.xml
Pseudo-Augustinus,Pseudo-Augustini Quaestiones Veteris et Novi Testamenti CXXVII,101794,lemmatized/xml/urn:cts:latinLit:stoa0040a.stoa002.opp-lat1.xml
Pseudo-Augustinus,QVAESTIONES [SANCTI AUGUSTINI] DE UETERI ET NOUO TESTAMENTO,13526,lemmatized/xml/urn:cts:latinLit:stoa0040a.stoa003.opp-lat1.xml
Pseudo-Cyprian active 3rd century,(Cypriani) Ad Quendam Senatorem,729,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa021.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Ad Novatianum,4583,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa001.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Ad Vigilium de Iudaica Incredulitate,2650,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa002.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Adversus Judaeos,2555,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa020.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Carmina,7525,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa003.opp-lat2.xml
Pseudo-Cyprian active 3rd century,De Disciplina et bono pudicitiae,2867,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa005.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De Laude Martyrii,5457,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa007.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De Pascha Computus,5712,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa009.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De Rebaptismate,7741,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa010.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De Singularitate clericorum,13337,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa011.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De Spectaculis,2289,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa013.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De XII Abusionibus saeculi,4897,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa014.opp-lat1.xml
Pseudo-Cyprian active 3rd century,De duplici Martyrio,10046,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa006.opp-lat1.xml
Pseudo-Cyprian active 3rd century,"De montibus Sina et Sion, adversus Judaeos",3342,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa008.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Epistulae,2460,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa016.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Liber de Aleatoribus,2430,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa018.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Oratio I,446,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa019.opp-lat1.xml
Pseudo-Cyprian active 3rd century,Oratio II,1066,lemmatized/xml/urn:cts:latinLit:stoa0104p.stoa015.opp-lat1.xml
Pseudo-Hilarius,De Evangelio,938,lemmatized/xml/urn:cts:latinLit:stoa0149p.stoa001.opp-lat1.xml
Pseudo-Hilarius,De Martyrio Maccabeorum,3458,lemmatized/xml/urn:cts:latinLit:stoa0149p.stoa002.opp-lat1.xml
Pseudo-Hilarius,In Genesin Ad Leonem Papam,1614,lemmatized/xml/urn:cts:latinLit:stoa0149p.stoa003.opp-lat1.xml
Pseudo-Sulpicius Severus,Epistolae Septem,9421,lemmatized/xml/urn:cts:latinLit:stoa0270p.stoa001.opp-lat1.xml
Pseudo-Tertullian,Ad Uxorem,4979,lemmatized/xml/urn:cts:latinLit:stoa0276.stoa002.opp-lat1.xml
Pseudo-Tertullian,Adversus Omnes Haereses,3114,lemmatized/xml/urn:cts:latinLit:stoa0276.stoa003.opp-lat2.xml
Pseudo-Tertullian,Carmen De Iona et Ninive,867,lemmatized/xml/urn:cts:latinLit:stoa0276.stoa006.opp-lat1.xml
Pseudo-Tertullian,Incerti Auctoris Carmen Sodoma,1340,lemmatized/xml/urn:cts:latinLit:stoa0276.stoa010.opp-lat1.xml
"Pseudo-Victor, Vitensis",Notitia Provinciarum et Civitatum Africae,1898,lemmatized/xml/urn:cts:latinLit:stoa0292p.stoa002.opp-lat1.xml
"Pseudo-Victor, Vitensis",Passio septem monachorum,1416,lemmatized/xml/urn:cts:latinLit:stoa0292p.stoa001.opp-lat1.xml
Publius Terentius Afer,Andria,11929,lemmatized/xml/urn:cts:latinLit:phi0134.phi001.perseus-lat2.xml
Publius Terentius Afer,Phormio,12828,lemmatized/xml/urn:cts:latinLit:phi0134.phi004.perseus-lat2.xml
Publius Terentius Afer,The Brothers,11906,lemmatized/xml/urn:cts:latinLit:phi0134.phi006.perseus-lat2.xml
Publius Terentius Afer,The Eunuch,13338,lemmatized/xml/urn:cts:latinLit:phi0134.phi003.perseus-lat2.xml
Publius Terentius Afer,The Mother-in-Law,9928,lemmatized/xml/urn:cts:latinLit:phi0134.phi005.perseus-lat2.xml
Publius Terentius Afer,The Self-Tormenter,13014,lemmatized/xml/urn:cts:latinLit:phi0134.phi002.perseus-lat2.xml
Quintilian,Declamationes Maiores,84469,lemmatized/xml/urn:cts:latinLit:phi1002.phi003.latinlibrary-lat1.xml
Quintilian,Institutio Oratoria,209263,lemmatized/xml/urn:cts:latinLit:phi1002.phi001.perseus-lat2.xml
Quintus Aurelius Symmachus,Relationes,15453,lemmatized/xml/urn:cts:latinLit:stoa0271.stoa001.digilibLT-lat1.xml
Quintus Tullius Cicero,Commentariolum Petitionis,5010,lemmatized/xml/urn:cts:latinLit:phi0478.phi003.perseus-lat2.xml
Remigius of Auxerre ca. 841-908,Expositione in Paschale Carmen,15463,lemmatized/xml/urn:cts:latinLit:stoa0241d.stoa002.opp-lat1.xml
Rufinus of Aquileia 345-410,Interpretatio Orationum Gregorii Nazianzeni,27763,lemmatized/xml/urn:cts:latinLit:stoa0244d.stoa005.opp-lat1.xml
"Ruricius I, Bishop of Limoges -approximately 507",Epistulae,24234,lemmatized/xml/urn:cts:latinLit:stoa0245a.stoa001.opp-lat1.xml
Rusticus Presbyter 5. Jh,Epistula ad Eucherium Lugdunensem‏,334,lemmatized/xml/urn:cts:latinLit:stoa0245c.stoa001.opp-lat1.xml
Rutilius Namatianus,De Redito Suo,4759,lemmatized/xml/urn:cts:latinLit:stoa0247.stoa001.thayer-lat1.xml
Sallust,Bellum Iugurthinum,25411,lemmatized/xml/urn:cts:latinLit:phi0631.phi002.perseus-lat3.xml
Sallust,Bellum Iugurthinum,25418,lemmatized/xml/urn:cts:latinLit:phi0631.phi002.perseus-lat4.xml
Sallust,Catilinae Coniuratio,12926,lemmatized/xml/urn:cts:latinLit:phi0631.phi001.perseus-lat4.xml
Sallust,Catilinae Coniuratio,12778,lemmatized/xml/urn:cts:latinLit:phi0631.phi001.perseus-lat3.xml
Sallust,Epistulae ad Caesarem ,4754,lemmatized/xml/urn:cts:latinLit:phi0631.phi007.thayer-lat1.xml
Sallust,Historiae,4860,lemmatized/xml/urn:cts:latinLit:phi0631.phi003.perseus-lat2.xml
Sallust,In Ciceronem,882,lemmatized/xml/urn:cts:latinLit:phi0631.phi008.thayer-lat1.xml
Salvian of Marseilles approximately 400-approximately 480,Ad Ecclesiam Libri IIII,25916,lemmatized/xml/urn:cts:latinLit:stoa0249a.stoa004.opp-lat1.xml
Salvian of Marseilles approximately 400-approximately 480,De Gubernatione Dei,53162,lemmatized/xml/urn:cts:latinLit:stoa0249a.stoa002.opp-lat1.xml
Salvian of Marseilles approximately 400-approximately 480,Epistulae. Selections.,6441,lemmatized/xml/urn:cts:latinLit:stoa0249a.stoa003.opp-lat2.xml
Salvian of Marseilles approximately 400-approximately 480,Epistulae. Selections.,202,lemmatized/xml/urn:cts:latinLit:stoa0249a.stoa003.opp-lat1.xml
Sanctus Ambrosius,Apologia Altera Prophetae David,11930,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa014.opp-lat1.xml
Sanctus Ambrosius,Apologia Prophetae David Ad Theodosium Augustum,11837,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa015.opp-lat1.xml
Sanctus Ambrosius,De Benedictionibus Patriarcharum Liber Unus,7706,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa019.opp-lat1.xml
Sanctus Ambrosius,De Cain et Abel,17667,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa021.opp-lat1.xml
Sanctus Ambrosius,De Fuga Saeculi,10083,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa029.opp-lat1.xml
Sanctus Ambrosius,De Helia et Ieiunio,10600,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa025.opp-lat1.xml
Sanctus Ambrosius,De Iacob,15330,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa034.opp-lat1.xml
Sanctus Ambrosius,De Interpellatione Iob et David,20531,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa032.opp-lat1.xml
Sanctus Ambrosius,De Joseph,11418,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa035.opp-lat1.xml
Sanctus Ambrosius,De Nabuthae,9644,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa038.opp-lat1.xml
Sanctus Ambrosius,De Noe,20783,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa039.opp-lat1.xml
Sanctus Ambrosius,De Paradiso,16294,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa042.opp-lat1.xml
Sanctus Ambrosius,De Tobia,12331,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa044.opp-lat1.xml
Sanctus Ambrosius,Exameron,60051,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa054.opp-lat1.xml
Sanctus Ambrosius,Explanatio Psalmorum XII,114341,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa048.opp-lat1.xml
Sanctus Ambrosius,Expositio Evangelii secundum Lucan,124985,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa051.opp-lat1.xml
Sanctus Ambrosius,Expositio Psalmi CXVIII,141139,lemmatized/xml/urn:cts:latinLit:stoa0022.stoa052.opp-lat1.xml
