Author,Title,Word-count,File
Cicero,For Publius Quinctius,10357,lemmatized/xml/urn:cts:latinLit:phi0474.phi001.perseus-lat2.xml
Cicero,For Quintus Roscius the Actor,5814,lemmatized/xml/urn:cts:latinLit:phi0474.phi003.perseus-lat2.xml
Cicero,For Rabirius Postumus,4878,lemmatized/xml/urn:cts:latinLit:phi0474.phi030.perseus-lat2.xml
Cicero,For Rabirius on a Charge of Treason,4243,lemmatized/xml/urn:cts:latinLit:phi0474.phi012.perseus-lat2.xml
Cicero,For Sestius,19927,lemmatized/xml/urn:cts:latinLit:phi0474.phi022.perseus-lat2.xml
Cicero,For Sextus Roscius of Ameria,15617,lemmatized/xml/urn:cts:latinLit:phi0474.phi002.perseus-lat2.xml
Cicero,For Sulla,11063,lemmatized/xml/urn:cts:latinLit:phi0474.phi015.perseus-lat2.xml
Cicero,In the Senate after his Return,5114,lemmatized/xml/urn:cts:latinLit:phi0474.phi019.perseus-lat2.xml
Cicero,Letters to Atticus,144888,lemmatized/xml/urn:cts:latinLit:phi0474.phi057.perseus-lat1.xml
Cicero,Letters to Brutus,11053,lemmatized/xml/urn:cts:latinLit:phi0474.phi059.perseus-lat1.xml
Cicero,Letters to his Friends,138932,lemmatized/xml/urn:cts:latinLit:phi0474.phi056.perseus-lat1.xml
Cicero,Letters to his brother Quintus,21585,lemmatized/xml/urn:cts:latinLit:phi0474.phi058.perseus-lat1.xml
Cicero,Lucullus,21033,lemmatized/xml/urn:cts:latinLit:phi0474.phi046.perseus-lat1.xml
Cicero,On His House,17973,lemmatized/xml/urn:cts:latinLit:phi0474.phi020.perseus-lat2.xml
Cicero,On Oratory,75660,lemmatized/xml/urn:cts:latinLit:phi0474.phi037.perseus-lat1.xml
Cicero,On Pompey's Command,7554,lemmatized/xml/urn:cts:latinLit:phi0474.phi009.perseus-lat2.xml
Cicero,On the Agrarian Law,16403,lemmatized/xml/urn:cts:latinLit:phi0474.phi011.perseus-lat2.xml
Cicero,On the Consular Provinces,5975,lemmatized/xml/urn:cts:latinLit:phi0474.phi025.perseus-lat2.xml
Cicero,On the Responses of the Haruspices,8909,lemmatized/xml/urn:cts:latinLit:phi0474.phi021.perseus-lat2.xml
Cicero,Orator,21816,lemmatized/xml/urn:cts:latinLit:phi0474.phi040.perseus-lat1.xml
Cicero,Paradoxa Stoicorum,5366,lemmatized/xml/urn:cts:latinLit:phi0474.phi047.perseus-lat1.xml
Cicero,Partitiones Oratoriae,11493,lemmatized/xml/urn:cts:latinLit:phi0474.phi038.perseus-lat1.xml
Cicero,Philippics,63309,lemmatized/xml/urn:cts:latinLit:phi0474.phi035.perseus-lat2.xml
Cicero,Rhetorica ad Herennium [sp.],37990,lemmatized/xml/urn:cts:latinLit:phi0474.phi073.corpcorp-lat1.xml
Cicero,Timaeus,5095,lemmatized/xml/urn:cts:latinLit:phi0474.phi072.perseus-lat1.xml
Cicero,To the Citizens after his Return,3127,lemmatized/xml/urn:cts:latinLit:phi0474.phi018.perseus-lat2.xml
Cicero,Topica,8115,lemmatized/xml/urn:cts:latinLit:phi0474.phi042.perseus-lat1.xml
Cicero,Tusculanae Disputationes,78412,lemmatized/xml/urn:cts:latinLit:phi0474.phi049.perseus-lat1.xml
Cicero,de Finibus Bonorum et Malorum,63257,lemmatized/xml/urn:cts:latinLit:phi0474.phi048.perseus-lat1.xml
Cicero,de Natura Deorum,41523,lemmatized/xml/urn:cts:latinLit:phi0474.phi050.perseus-lat1.xml
Claudian,Carmina Minorum Appendix Vel Spuria Vel Suspecta,2896,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa001a.mgh-lat1.xml
Claudian,Carminum minorum corpusculum,10171,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa001.perseus-lat2.xml
Claudian,Epithalamium de nuptiis Honorii Augusti,2704,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa006.perseus-lat2.xml
Claudian,Fescinnina de nuptiis Honorii Augusti,665,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa007.perseus-lat2.xml
Claudian,In Eutropium,8805,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa008.perseus-lat2.xml
Claudian,In Rufinum,6975,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa009.perseus-lat2.xml
Claudian,Panegyricus de quarto consulatu Honorii Augusti,4830,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa011.perseus-lat2.xml
Claudian,Panegyricus de sexto consulatu Honorii Augusti,4970,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa012.perseus-lat2.xml
Claudian,Panegyricus de tertio consulatu Honorii Augusti,1649,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa010.perseus-lat2.xml
Claudian,Panegyricus dictus Manlio Theodoro consuli,2591,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa013.perseus-lat2.xml
Claudian,Panegyricus dictus Probino et Olybrio consulibus,2037,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa014.perseus-lat2.xml
Claudian,de Bello Gothico,4808,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa003.perseus-lat2.xml
Claudian,de bello Gildonico,3944,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa002.perseus-lat2.xml
Claudian,de consulatu Stilichonis,9151,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa004.perseus-lat2.xml
Claudian,de raptu Proserpinae,8473,lemmatized/xml/urn:cts:latinLit:stoa0089.stoa005.perseus-lat2.xml
Claudianus Mamertus -approximately 474,De Statu Animae,41168,lemmatized/xml/urn:cts:latinLit:stoa0089a.stoa001.opp-lat1.xml
Claudianus Mamertus -approximately 474,Epistolae,1946,lemmatized/xml/urn:cts:latinLit:stoa0089a.stoa002.opp-lat1.xml
"Columella, Lucius Junius Moderatus",Res Rustica,95256,lemmatized/xml/urn:cts:latinLit:phi0845.phi002.perseus-lat3.xml
Commodianus,Carmen Apologeticum,9176,lemmatized/xml/urn:cts:latinLit:stoa0096.stoa004.opp-lat2.xml
Commodianus,Instructiones,11711,lemmatized/xml/urn:cts:latinLit:stoa0096.stoa003.opp-lat2.xml
Cornelius Labeo,Testimonia et fragmenta,1552,lemmatized/xml/urn:cts:latinLit:stoa0170a.stoa001.digilibLT-lat1.xml
Corpus Tibullianum,Elegiae,15024,lemmatized/xml/urn:cts:latinLit:phi0660.phi001.perseus-lat2.xml
Corpus Tibullianum,Sulpicia Elegiae,313,lemmatized/xml/urn:cts:latinLit:phi0660.phi003.perseus-lat2.xml
"Curtius Rufus, Quintus",Historiarum Alexandri Magni,90514,lemmatized/xml/urn:cts:latinLit:phi0860.phi001.perseus-lat2.xml
"Cyprian Saint, Bishop of Carthage",Ad Demetrianum,5186,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa002.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",Ad Donatum,3257,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa001.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Bono Patientiae,4682,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa003.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Disciplina et Habitu Virginum Liber,4691,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa004.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Dominica Oratione,7115,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa015.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Exhortatione Martyrii,7133,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa005.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Lapsis,6765,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa007.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Mortalite,4462,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa008.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Opere et Eleemosynis,5477,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa009.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Unitate Ecclesiae Catholicae Liber,5863,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa010.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",De Zelo et Livore,3396,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa011.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",Epistulae,79572,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa012.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",Quod Idola Dii non sint,2095,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa006.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",Sententiae Episcoporum,4007,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa013.opp-lat1.xml
"Cyprian Saint, Bishop of Carthage",Testimoniorum Libri Tres adversus Judaeos,31375,lemmatized/xml/urn:cts:latinLit:stoa0104a.stoa014.opp-lat1.xml
Cyprianus Gallus active 5th century,Heptateuchos,42261,lemmatized/xml/urn:cts:latinLit:stoa0104c.stoa001.opp-lat1.xml
De Taxone (Recensio β),De Physiognomonia liber,15584,lemmatized/xml/urn:cts:latinLit:stoa0365.stoa002.digilibLT-lat1.xml
De sepulchris,De sepulchris,265,lemmatized/xml/urn:cts:latinLit:dlt000493.dlt000493.digilibLT-lat1.xml
"Drepanius, Latinus Pacatus",Panegyricus dictus Theodosio imperatori (Romae a. 389 p. Chr.),10714,lemmatized/xml/urn:cts:latinLit:stoa0217a.stoa001.digilibLT-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Benedictio Cerei (I),758,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa001.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Benedictio Cerei (II),680,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa002.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Carmina,14604,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa003.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",De Vita Beati Antoni Monachi,2508,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa005.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Dictiones,19017,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa004.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Ennodius Ambrosio et Beato,2060,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa007.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Epistulae,54794,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa008.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Eucharisticum de Vita Sua,1858,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa011.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Libellus Adversus eos qui contra Synodum Scribere Praesumpserunt,9332,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa012.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Panegyricus Theodorico Regi Dictus,5614,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa006.opp-lat2.xml
"Ennodius, Magnus Felix Saint 474-521",Petitorium quo Absolutus est Gerontius Puer Agapiti,303,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa013.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Praeceptum Quando Iussi Sunt Omnes Episcopi Cellulanos Habere,752,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa014.opp-lat1.xml
"Ennodius, Magnus Felix Saint 474-521",Vita Epiphanii,12414,lemmatized/xml/urn:cts:latinLit:stoa0114a.stoa015.opp-lat1.xml
Epigrammata Bobiensia,Epigrammata Bobiensia,3615,lemmatized/xml/urn:cts:latinLit:lasc0001.lasc001.musisquedeoque-lat1.xml
Epistola Alexandri ad Aristotelem,Collatio Alexandri et Dindimi,4285,lemmatized/xml/urn:cts:latinLit:stoa0020b.stoa002.digilibLT-lat1.xml
Epistola Alexandri ad Aristotelem,Epistola Alexandri ad Aristotelem,6128,lemmatized/xml/urn:cts:latinLit:stoa0020b.stoa001.digilibLT-lat1.xml
"Eucherius of Lyon, Saint -449?",De Laude Heremi,4461,lemmatized/xml/urn:cts:latinLit:stoa0117.stoa001.opp-lat1.xml
"Eucherius of Lyon, Saint -449?",De Situ Hierusolimitanae Urbis Atque Ipsius Judaeae,1785,lemmatized/xml/urn:cts:latinLit:stoa0117p.stoa001.opp-lat1.xml
"Eucherius of Lyon, Saint -449?",Formulae Spiritalis Intellegentiae,10791,lemmatized/xml/urn:cts:latinLit:stoa0117.stoa002.opp-lat1.xml
"Eucherius of Lyon, Saint -449?",Instructiones,22079,lemmatized/xml/urn:cts:latinLit:stoa0117.stoa003.opp-lat1.xml
"Eucherius of Lyon, Saint -449?",Passio Agaunensium Martyrum,1873,lemmatized/xml/urn:cts:latinLit:stoa0117.stoa004.opp-lat1.xml
Eugippius,Epistula ad Probam Virginem,695,lemmatized/xml/urn:cts:latinLit:stoa0119.stoa002.opp-lat1.xml
Eugippius,Excerpta ex Operibus Augustini,277135,lemmatized/xml/urn:cts:latinLit:stoa0119.stoa003.opp-lat1.xml
Eugippius,Vita Sancti Severini,13959,lemmatized/xml/urn:cts:latinLit:stoa0119.stoa001.opp-lat2.xml
Eugraphius,Commentum Heauton Hecyra,8636,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001e.digilibLT-lat1.xml
Eugraphius,Commentum Heauton Timorumenos,15123,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001d.digilibLT-lat1.xml
Eugraphius,Commentum Phormyo,11548,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001f.digilibLT-lat1.xml
Eugraphius,Commentum Terenti Adelphi,9541,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001a.digilibLT-lat1.xml
Eugraphius,Commentum Terenti Andria,22629,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001b.digilibLT-lat1.xml
Eugraphius,Commentum Terenti Eunuchus,16102,lemmatized/xml/urn:cts:latinLit:stoa0119a.stoa001c.digilibLT-lat1.xml
Eumenius,Panegyricus dictus Augustoduni a. 297-8 - oratio pro instaurandis scholis,4794,lemmatized/xml/urn:cts:latinLit:stoa0120a.stoa002.digilibLT-lat1.xml
Eumenius,Panegyricus dictus Constantino imperatori (Treueris a. 312 p. Chr.) - Gratiarum actio,2933,lemmatized/xml/urn:cts:latinLit:stoa0120a.stoa001.digilibLT-lat1.xml
Eumenius,Panegyricus dictus Constantio Caesari (Treueris a. 297-8),3742,lemmatized/xml/urn:cts:latinLit:stoa0120a.stoa003.digilibLT-lat1.xml
Eutropius,Breuiarium ab urbe condita,21972,lemmatized/xml/urn:cts:latinLit:stoa0121.stoa001.digilibLT-lat1.xml
Evagrius Monachus active 430,Altercatio legis inter Simonem Iudaeum et Theophilum Christianum,8087,lemmatized/xml/urn:cts:latinLit:stoa0120c.stoa001.opp-lat1.xml
Evodius Bishop of Uzalis -424,De fide Contra Manicheos,8550,lemmatized/xml/urn:cts:latinLit:stoa0120d.stoa001.opp-lat1.xml
Excerpta Valesiana pars posterior,Origo Constantini imperatoris (= Excerpta Valesiana pars prior),1812,lemmatized/xml/urn:cts:latinLit:stoa0318.stoa002.digilibLT-lat1.xml
Faustus of Riez active 5th century,De Gratia Libri Duo,26094,lemmatized/xml/urn:cts:latinLit:stoa0121g.stoa001.opp-lat1.xml
Faustus of Riez active 5th century,De Ratione Fidei,1804,lemmatized/xml/urn:cts:latinLit:stoa0121g.stoa005.opp-lat1.xml
Faustus of Riez active 5th century,De Spiritu Sancto Libri Duo,14175,lemmatized/xml/urn:cts:latinLit:stoa0121g.stoa002.opp-lat1.xml
Faustus of Riez active 5th century,Epistulae. Selections.,13685,lemmatized/xml/urn:cts:latinLit:stoa0121g.stoa003.opp-lat2.xml
Faustus of Riez active 5th century,Sermones,33441,lemmatized/xml/urn:cts:latinLit:stoa0121g.stoa004.opp-lat1.xml
Favonius Eulogius,Disputatio de somnio Scipionis,5776,lemmatized/xml/urn:cts:latinLit:stoa0122c.stoa001.digilibLT-lat1.xml
"Firmicus Maternus, Julius",De errore profanarum religionum,16095,lemmatized/xml/urn:cts:latinLit:stoa0123a.stoa001.opp-lat1.xml
"Firmicus Maternus, Julius",Mathesis,146364,lemmatized/xml/urn:cts:latinLit:stoa0123a.stoa002.digilibLT-lat1.xml
"Firmicus Maternus, Julius",Mathesis,146219,lemmatized/xml/urn:cts:latinLit:stoa0123a.stoa002.thayer-lat1.xml
Flavius Iosephus,De Iudaeorum Vetustate sive Contra Apionem,24177,lemmatized/xml/urn:cts:greekLit:tlg0526.tlg003.opp-lat1.xml
Flavius Vegetius Renatus,Digesta artis mulomedicinae,51486,lemmatized/xml/urn:cts:latinLit:stoa0287.stoa002.digilibLT-lat1.xml
Flavius Vegetius Renatus,Epitoma rei militaris,28193,lemmatized/xml/urn:cts:latinLit:stoa0287.stoa001.digilibLT-lat1.xml
"Florus, Lucius Annaeus",Epitome Rerum Romanorum,31529,lemmatized/xml/urn:cts:latinLit:phi1242.phi001.perseus-lat1.xml
Florus,Vergilius orator an poeta,1096,lemmatized/xml/urn:cts:latinLit:stoa0124.stoa003.digilibLT-lat1.xml
Fulgentius (Fabius Planciades Fulgentius),De aetatibus mundi et hominis,11175,lemmatized/xml/urn:cts:latinLit:stoa0128b.stoa001.digilibLT-lat1.xml
Fulgentius (Fabius Planciades Fulgentius),Expositio Vergilianae continentiae,4815,lemmatized/xml/urn:cts:latinLit:stoa0128b.stoa003.digilibLT-lat1.xml
Fulgentius (Fabius Planciades Fulgentius),Expositio sermonum antiquorum,2215,lemmatized/xml/urn:cts:latinLit:stoa0128b.stoa002.digilibLT-lat1.xml
Fulgentius (Fabius Planciades Fulgentius),Mythologiarum libri,15003,lemmatized/xml/urn:cts:latinLit:stoa0128b.stoa004.digilibLT-lat1.xml
Furius Dionysius Filocalus,Chronica,10613,lemmatized/xml/urn:cts:latinLit:stoa0128e.stoa001.digilibLT-lat1.xml
Gaius,Institutiones,51549,lemmatized/xml/urn:cts:latinLit:phi1251.phi001.corpuscorporum-lat1.xml
"Gellius, Aulus",Noctes Atticae,147084,lemmatized/xml/urn:cts:latinLit:phi1254.phi001.perseus-lat2.xml
Granius Licinianus,Reliquiae,6953,lemmatized/xml/urn:cts:latinLit:phi1257.phi001.digilibLT-lat1.xml
Grattius,Cynegetica,4210,lemmatized/xml/urn:cts:latinLit:phi0887.phi001.thayer-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Collectanea Antiariana Parisina,31566,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa002.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Epistola seu libellus,8431,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa023.corpuscorporum-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Fragmenta Minora,796,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa003.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Hymni,1730,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa004.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Liber ad Constantium Imperatorem,2047,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa005.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Libri tres adversum Valentem et Ursacium,1452,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa006.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Oratio Synodi Sardicensis ad Constantium Imperatorem,1472,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa007.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Spuria,2001,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa008.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Tractatus mysteriorum,9714,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa009.opp-lat1.xml
"Hilary Saint, Bishop of Poitiers -367?",Tractatus super psalmos,226239,lemmatized/xml/urn:cts:latinLit:stoa0149b.stoa001.opp-lat1.xml
"Hilary, Saint, Archbishop of Arles, 401-449",Epistulae ad Eucherium,126,lemmatized/xml/urn:cts:latinLit:stoa0149c.stoa001.opp-lat1.xml
Historia Apollonii regis Tyri recensio B,Historia Apollonii regis Tyri recensio B,12589,lemmatized/xml/urn:cts:latinLit:stoa0323.stoa001.digilibLT-lat1.xml
Horace,Ars Poetica,3794,lemmatized/xml/urn:cts:latinLit:phi0893.phi006.perseus-lat2.xml
Horace,Carmen Saeculare,392,lemmatized/xml/urn:cts:latinLit:phi0893.phi002.perseus-lat2.xml
Horace,Epistulae,12290,lemmatized/xml/urn:cts:latinLit:phi0893.phi005.perseus-lat2.xml
Horace,Epodi,3569,lemmatized/xml/urn:cts:latinLit:phi0893.phi003.perseus-lat2.xml
Horace,Odes,15671,lemmatized/xml/urn:cts:latinLit:phi0893.phi001.perseus-lat2.xml
Horace,Sermones,18085,lemmatized/xml/urn:cts:latinLit:phi0893.phi004.perseus-lat2.xml
Hyginus (Ps.),De metatione (uel munitionibus) castrorum,3713,lemmatized/xml/urn:cts:latinLit:stoa0156.stoa005.digilibLT-lat1.xml
Isidore de Séville,Étymologies,206477,lemmatized/xml/urn:cts:latinLit:stoa0159.stoa004.thayer-lat1.xml
Isidore of Seville,"Dedicatio historiarum Gothorum, Vandalorum, Sueborum ad Sisenandum regem",242,lemmatized/xml/urn:cts:latinLit:stoa0159.stoa003a.digilibLT-lat1.xml
Itinera Hierosolymitana / Egragia,S. Silviae Peregrinatio,20559,lemmatized/xml/urn:cts:latinLit:stoa0111.stoa001.opp-lat3.xml
Iulius Solinus,Collectanea Rerum Memorabilium,40379,lemmatized/xml/urn:cts:latinLit:stoa0264.stoa001.digilibLT-lat1.xml
Iulius Valerius Alexander Polemus,Res gestae Alexandri Macedonis translatae ex Aesopo graeco,38243,lemmatized/xml/urn:cts:latinLit:phi1672.phi002.digilibLT-lat1.xml
Iustinianus,Codex Iustinianus,394286,lemmatized/xml/urn:cts:latinLit:stoa0168.stoa001c.droitromain-lat1.xml
Iustinianus,Digesta Iustiniani Augusti,1036035,lemmatized/xml/urn:cts:latinLit:stoa0168.stoa001b.corpuscorporum-lat1.xml
Jerome Saint d. 419 or 20,Adversus Jovinianum,56011,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa007.corpuscorporum-lat1.xml
Jerome Saint d. 419 or 20,Commentaria in Isaiam libri octo et decem (in Iesaiam Commentarii),305049,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa023.corpuscorporum-lat1.xml
Jerome Saint d. 419 or 20,Contra Vigilantium Liber,5460,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa038.corpuscorporum-lat1.xml
Jerome Saint d. 419 or 20,Epistolae,128378,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa004.opp-lat2.xml
Jerome Saint d. 419 or 20,Epistolae,135356,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa004.opp-lat1.xml
Jerome Saint d. 419 or 20,Epistolae,89451,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa004.opp-lat3.xml
Jerome Saint d. 419 or 20,Epistolae,53086,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa004.perseus-lat2.xml
Jerome Saint d. 419 or 20,In Hieremiam Prophetam Libri Sex,104420,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa024.opp-lat1.xml
Jerome Saint d. 419 or 20,Vita Malchi monachi captivi,2644,lemmatized/xml/urn:cts:latinLit:stoa0162.stoa062.corpuscorporum-lat1.xml
Juvenal,Satires,29702,lemmatized/xml/urn:cts:latinLit:phi1276.phi001.perseus-lat2.xml
"Juvencus, Caius Vettius Aquilinus",Evangeliorum libri quattuor,24348,lemmatized/xml/urn:cts:latinLit:stoa0169a.stoa002.opp-lat2.xml
Lactantius Placidus,In Statii Thebaida commentum,114845,lemmatized/xml/urn:cts:latinLit:stoa0171a.stoa001.digilibLT-lat1.xml
Lactantius ca. 240-ca. 320,Carmen de Passione Domini,601,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa004.opp-lat1.xml
Lactantius ca. 240-ca. 320,De Ira Dei,14185,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa006.opp-lat1.xml
Lactantius ca. 240-ca. 320,De Mortibus Persecutorum,12911,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa002.opp-lat1.xml
Lactantius ca. 240-ca. 320,De Opificio Dei,12802,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa007.opp-lat1.xml
Lactantius ca. 240-ca. 320,De ave phoenice,1261,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa001.opp-lat3.xml
Lactantius ca. 240-ca. 320,Divinarum Institutionum,137741,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa009.opp-lat1.xml
Lactantius ca. 240-ca. 320,Epitome Divinarum Institutionum,20977,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa008.opp-lat1.xml
Lactantius ca. 240-ca. 320,Fragmenta,2581,lemmatized/xml/urn:cts:latinLit:stoa0171.stoa010.opp-lat1.xml
Laus Pisonis,Laus Pisonis,2020,lemmatized/xml/urn:cts:latinLit:phi0911.phi001.thayer-lat1.xml
Lucan,Civil War,67564,lemmatized/xml/urn:cts:latinLit:phi0917.phi001.perseus-lat2.xml
Lucifer Bishop of Cagliari -approximately 370,De Non Conveniendo Cum Haereticis,9918,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa001.opp-lat1.xml
Lucifer Bishop of Cagliari -approximately 370,De Regibus Apostaticis,10003,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa003.opp-lat1.xml
Lucifer Bishop of Cagliari -approximately 370,"De Sancto Athanasio, Liber I-II",45734,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa004.opp-lat1.xml
Lucifer Bishop of Cagliari -approximately 370,De non parcendo in deum delinquentibus,24016,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa002.opp-lat1.xml
Lucifer Bishop of Cagliari -approximately 370,Epistulae,3339,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa005.opp-lat1.xml
Lucifer Bishop of Cagliari -approximately 370,Moriendum esse pro dei filio,10424,lemmatized/xml/urn:cts:latinLit:stoa0180a.stoa006.opp-lat1.xml
Lucius Ampelius,Liber memorialis,8593,lemmatized/xml/urn:cts:latinLit:stoa0024.stoa001.digilibLT-lat1.xml
Lucretius,De Rerum Natura,56668,lemmatized/xml/urn:cts:latinLit:phi0550.phi001.perseus-lat1.xml
Macrobe,In somnium Scipionis commentarii,46712,lemmatized/xml/urn:cts:latinLit:stoa0186.stoa002.digilibLT-lat1.xml
Macrobe,Saturnalia,104247,lemmatized/xml/urn:cts:latinLit:stoa0186.stoa001.digilibLT-lat1.xml
Macrobius,Saturnalia,99795,lemmatized/xml/urn:cts:latinLit:stoa0186.stoa001.thayer-lat1.xml
Mallius Theodorus,De metris,4330,lemmatized/xml/urn:cts:latinLit:stoa0187a.stoa001.digilibLT-lat1.xml
"Mamertinus, Claudius",Panegyricus dictus Iuliano imperatori (Constantinopoli a. 362 p. Chr.) - Gratiarum actio de consulatu suo,6219,lemmatized/xml/urn:cts:latinLit:stoa0187b.stoa001.digilibLT-lat1.xml
"Mamertinus, Claudius",Panegyricus dictus Maximiano et Diocletiano (Treueris a. 289 p. Chr.),3097,lemmatized/xml/urn:cts:latinLit:stoa0187b.stoa003.digilibLT-lat1.xml
"Mamertinus, Claudius",Panegyricus dictus Treueris? a. 291 p. Chr. - Genethliacus Maximiani Augusti,3485,lemmatized/xml/urn:cts:latinLit:stoa0187b.stoa002.digilibLT-lat1.xml
